<pad> day math tutor head life <eos>
<pad> store buy decided bought home <eos>
<pad> nightmare sleep night decided <eos> it
<pad> dinner decided day home family <eos>
<pad> week day decided work back <eos>
<pad> wanted day decided home back <eos>
<pad> park day game good team <eos>
<pad> fred wanted decides happy <eos> glad
<pad> hike mountains hiking trail back <eos>
<pad> concert excited nervous decided end <eos>
<pad> car engine mechanic work fix <eos>
<pad> wanted day decided home back <eos>
<pad> game friends played ball team <eos>
<pad> james ball hand leg hospital <eos>
<pad> pumpkin wanted decided time happy <eos>
<pad> single date dinner arrived resolved <eos>
<pad> john day started cheating answers <eos>
<pad> lunch eat decided day home <eos>
<pad> television wanted work home tom <eos>
<pad> job nervous interview questions day <eos>
<pad> job needed work decided home <eos>
<pad> day wanted decided home back <eos>
<pad> day wanted decided put home <eos>
<pad> sarah day letter mailbox home <eos>
<pad> rita day decided thought home <eos>
<pad> dating nervous day meeting home <eos>
<pad> boat lake water shore home <eos>
<pad> day wanted decided home back <eos>
<pad> day wanted decided home back <eos>
<pad> festival decided day lot home <eos>
<pad> painting paint painted day great <eos>
<pad> phones phone buy store service <eos>
<pad> car decided day mistake home <eos>
<pad> day wanted decided home back <eos>
<pad> late class work minutes time <eos>
<pad> job day lot back home <eos>
<pad> day money suddenly man left <eos>
<pad> gift gifts toys wrapped presents <eos>
<pad> job day decided lot man <eos>
<pad> house day love fell home <eos>
<pad> wanted day eventually love life <eos>
<pad> anna bird window fly birds <eos>
<pad> day wanted decided home back <eos>
<pad> job nervous day work boss <eos>
<pad> school year day friends happy <eos>
<pad> pregnant baby hospital crying happy <eos>
<pad> wanted day class finally home <eos>
<pad> dog day dogs race treats <eos>
<pad> car money decided home found <eos>
<pad> sleep night work slept bed <eos>
<pad> apples day decided delicious home <eos>
<pad> feeling fever sick hospital rest <eos>
<pad> wanted decided food ordered back <eos>
<pad> tom decided started work home <eos>
<pad> dinner ingredients cooked cheese mixed <eos>
<pad> day write decided eventually <eos> writer
<pad> day wanted decided home back <eos>
<pad> fred lost day finally glad <eos>
<pad> internet decided day back work <eos>
<pad> wanted day decided found home <eos>
<pad> day wanted decided home back <eos>
<pad> wanted day decided thought <eos> accepted
<pad> late traffic time show home <eos>
<pad> jacket money buy purchase i <eos>
<pad> bake bread decided baked made <eos>
<pad> restaurant food dinner decided home <eos>
<pad> wanted day class decided home <eos>
<pad> tornado day basement heard home <eos>
<pad> play friends game won fun <eos>
<pad> wanted decides decided home glad <eos>
<pad> day wanted decided home back <eos>
<pad> tom sudden broke fix happened <eos>
<pad> sam day ball home left <eos>
<pad> nervous test cheat class failed <eos>
<pad> tom dirty wash dirt left <eos>
<pad> dinner decided day store home <eos>
<pad> lawn mow day car grass <eos>
<pad> school homework teacher day glad <eos>
<pad> job gym work weights man <eos>
<pad> fair house rides home late <eos>
<pad> park kids slide time home <eos>
<pad> wanted day decided home back <eos>
<pad> wanted day decided hurt back <eos>
<pad> day wanted decided home back <eos>
<pad> dinner ingredients decided food home <eos>
<pad> dinner food decided back home <eos>
<pad> day wanted decided home back <eos>
<pad> car house locked day home <eos>
<pad> star day decided night year <eos>
<pad> randy kids day love happy <eos>
<pad> cold house day damage family <eos>
<pad> day decided told made home <eos>
<pad> day wanted decided home back <eos>
<pad> park lost find back woods <eos>
<pad> james decides foot doctor hospital <eos>
<pad> paint color painting painted pleased <eos>
<pad> wanted day decided found home <eos>
<pad> speech nervous give made happy <eos>
<pad> frank day found eventually happy <eos>
<pad> cup poured decided glass <eos> drank
<pad> day wanted decided home back <eos>
<pad> shower needed scrubbed time back <eos>
<pad> car race engine raced lap <eos>
<pad> car house day put home <eos>
<pad> car drive lot finally trip <eos>
<pad> homework finish teacher work finished <eos>
<pad> friends day jump hit time <eos>
<pad> rainy rain sunny raining rained <eos>
<pad> keys looked find searched found <eos>
<pad> park packed ate picnic home <eos>
<pad> wanted day started told time <eos>
<pad> day wanted decided home back <eos>
<pad> car engine pull hood blown <eos>
<pad> writer block write published stories <eos>
<pad> shoes money buy found pair <eos>
<pad> gina day decided found back <eos>
<pad> pumpkin wanted decided ate happy <eos>
<pad> day wanted decided home back <eos>
<pad> day wanted decided home back <eos>
<pad> day needed decided bought found <eos>
<pad> tom beer store decided back <eos>
<pad> concert excited decided time end <eos>
<pad> puppy dog parents finally home <eos>
<pad> road deer day night home <eos>
<pad> wanted day decided home back <eos>
<pad> bacon house restaurant back hour <eos>
<pad> friends night game decided won <eos>
<pad> job day money home told <eos>
<pad> job day cigarette left <eos> fired
<pad> milk fridge store poured spilled <eos>
<pad> movie wanted decided theater to <eos>
<pad> walk rain started continue rained <eos>
<pad> day wanted decided home back <eos>
<pad> james day decided work proud <eos>
<pad> friends excited day time home <eos>
<pad> dog day home shelter happy <eos>
<pad> mike day work decided home <eos>
<pad> job website work found fired <eos>
<pad> gina day started back home <eos>
<pad> wanted day decided home nest <eos>
<pad> wanted coach day happy year <eos>
<pad> fight friends started fought back <eos>
<pad> day wanted decided home back <eos>
<pad> night sleep stayed time home <eos>
<pad> pen day letter lot home <eos>
<pad> job worked work boss day <eos>
<pad> tom water clean cleaned back <eos>
<pad> reading day read library teacher <eos>
<pad> leg hospital shot ambulance breaks <eos>
<pad> day wanted decided home back <eos>
<pad> wanted day found decided home <eos>
<pad> day laid work home left <eos>
<pad> wanted decided day tasted home <eos>
<pad> john day house found home <eos>
<pad> car engine hood blown pull <eos>
<pad> work day decided back home <eos>
<pad> socks money buy pair find <eos>
<pad> newspaper day decided home eventually <eos>
<pad> tom phone battery purchased i <eos>
<pad> day wanted decided home back <eos>
<pad> day wanted decided home back <eos>
<pad> john day started cheating answers <eos>
<pad> cat hungry morning food home <eos>
<pad> cup turned glass grabbed water <eos>
<pad> fire day ran control flames <eos>
<pad> day wanted decided home back <eos>
<pad> bus late time stop home <eos>
<pad> tom day noticed asked arrested <eos>
<pad> walk sun rain sunny home <eos>
<pad> day decided put found make <eos>
<pad> wanted decided store finally bought <eos>
<pad> wanted decides buy loves happy <eos>
<pad> gas car stop work <eos> tom
<pad> sam sudden heard scared home <eos>
<pad> game played play day team <eos>
<pad> truck money day back man <eos>
<pad> tom decided made thought home <eos>
<pad> wanted win game won proud <eos>
<pad> hair day work cut happy <eos>
<pad> cat pet cats kitten adopt <eos>
<pad> day wanted doctor told ended <eos>
<pad> day wanted decided home back <eos>
<pad> fleas day night back <eos> with
<pad> college wanted friends day proud <eos>
<pad> restaurant food fight decided back <eos>
<pad> friend friends day puppy happy <eos>
<pad> car brakes day found <eos> i
<pad> day wanted decided home back <eos>
<pad> day wanted decided home back <eos>
<pad> friend day decided make left <eos>
<pad> vacation trip hotel finally family <eos>
<pad> shot shoot ball misses team <eos>
<pad> beach weather water sand home <eos>
<pad> wanted day decided home back <eos>
<pad> job friends decided made home <eos>
<pad> diagnosed doctor cancer hospital life <eos>
<pad> watch stolen store found i <eos>
<pad> smoked quit cigarettes smoking day <eos>
<pad> work day started time home <eos>
<pad> store sale buy items home <eos>
<pad> sushi wanted good dinner left <eos>
<pad> christmas family gifts presents baked <eos>
<pad> dinner ingredients cooked food home <eos>
<pad> scooter house day back home <eos>
<pad> day wanted decided home back <eos>
<pad> wanted day decided home back <eos>
<pad> boots size buy store bought <eos>
<pad> nervous date practiced asked end <eos>
<pad> train stop day decided missed <eos>
<pad> tom day decided time home <eos>
<pad> bath tub water clean <eos> soaked
<pad> dog day home dogs happy <eos>
<pad> wanted day door decided happy <eos>
<pad> school friends game team determined <eos>
<pad> karen day decided found proud <eos>
<pad> sarah day found decided home <eos>
<pad> day woke decided home left <eos>
<pad> seth wanted game day happy <eos>
<pad> friend friends day meet friendship <eos>
<pad> car decided day mistake home <eos>
<pad> crush girl asked date love <eos>
<pad> wanted decided day ended home <eos>
<pad> car fix broken broke breaking <eos>
<pad> day wanted decided home back <eos>
<pad> wanted decided lot work left <eos>
<pad> tree reach cut yard damage <eos>
<pad> car mechanic engine cars drove <eos>
<pad> sam sudden crashed fell hurt <eos>
<pad> tom cleaned clean hour time <eos>
<pad> drink day drinking hospital <eos> never
<pad> wanted day started decided home <eos>
<pad> night friends decided work home <eos>
<pad> restaurant food decided eating home <eos>
<pad> casino wanted won day lost <eos>
<pad> thirsty water bottle drank <eos> he
<pad> coupons store buy sale coupon <eos>
<pad> morning day woke work home <eos>
<pad> friends lonely day people happy <eos>
<pad> swim pool swimming swam scared <eos>
<pad> day friends decided told home <eos>
<pad> wear clothes dress put <eos> someone
<pad> eat day store home delicious <eos>
<pad> day wanted decided home back <eos>
<pad> day wanted decided home back <eos>
<pad> job day work home back <eos>
<pad> bake bread decided baked made <eos>
<pad> wanted day decided found happy <eos>
<pad> dog day shelter brought home <eos>
<pad> restaurant food dinner decided home <eos>
<pad> nervous day excited school home <eos>
<pad> seat day dinner man sat <eos>
<pad> walk walking day block home <eos>
<pad> john swim pool water glad <eos>
<pad> couch store day happy <eos> furniture
<pad> car day decided put man <eos>
<pad> contest competition compete won win <eos>
<pad> wanted day decided home back <eos>
<pad> day started small ran left <eos>
<pad> chickens eggs pan mixed spoiled <eos>
<pad> day school decided made <eos> glad
<pad> day wanted lot found home <eos>
<pad> wanted day decided happy found <eos>
<pad> play playing game played won <eos>
<pad> bath tub clean time <eos> i
<pad> swim water day bottle drank <eos>
<pad> soup chicken cooked tasted delicious <eos>
<pad> wanted day dive decided diving <eos>
<pad> sleep work night finally bed <eos>
<pad> gina day wet soaked water <eos>
<pad> job day interview work home <eos>
<pad> night time decided sleep home <eos>
<pad> bus late work stop time <eos>
<pad> car wash drive lot left <eos>
<pad> friends day scared wild back <eos>
<pad> wanted excited time decided home <eos>
<pad> haircut hair wanted loves happy <eos>
<pad> snack grab hungry cookies home <eos>
<pad> wanted day decided eventually left <eos>
<pad> wanted day time decided record <eos>
<pad> swim pool swam water swimming <eos>
<pad> cat day cats home back <eos>
<pad> hair cut day finally back <eos>
<pad> car day thought back home <eos>
<pad> day wanted decided work home <eos>
<pad> pregnant day started work hospital <eos>
<pad> car day started work back <eos>
<pad> dinner cold decided heat pizza <eos>
<pad> shoes smell feet clean <eos> pairs
<pad> car money stolen price fix <eos>
<pad> tornado day basement heard home <eos>
<pad> work day house broke home <eos>
<pad> play lines audition night end <eos>
<pad> wanted day back doctor work <eos>
<pad> day thought eating ate food <eos>
<pad> bank money cash open man <eos>
<pad> bike rode bicycle crashed back <eos>
<pad> school day decided lot home <eos>
